product_utc,decision_time_utc,entry_window_utc,representative_entry_eur_mwh,stop_eur_mwh,risk_eur_per_mwh,take_profit_eur_mwh,first_trade_through_target_utc,first_trade_through_target_eur_mwh,assumed_full_fill_complete_utc,recorded_target_volume_at_full_fill_mwh,first_upward_mfrrda_utc,time_exit_utc,selected_exit_trigger,stop_touched_before_target,profit_eur_per_mwh_at_target,reward_to_risk,assumed_risk_fraction_of_capital,hypothetical_trading_capital_eur,position_mwh,position_mw_for_one_hour,position_profit_eur_at_target,return_fraction_of_capital_at_target
13:00-14:00,10:30:00,10:30-10:35,277.9,230.0,47.89999999999998,517.363601532567,11:29:50.419,530.16,11:30:28.836,3.1,12:22:00,12:50:00,5R target,False,239.46360153256705,5.0,0.01,10000,2.088,2.088,500.0,0.05
